Frequency	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''
Hz																		
		0.49 V		0.69 V		0.89 V		1.09 V		1.29 V		1.49 V		1.69 V		1.89 V		2.09 V
15.8489319246111	7.08473675927946E-5	-5.21657957700728E-5	2.29723464375793E-4	-1.78090506888726E-4	7.25619355123924E-4	-6.51852459991519E-4	0.00134811430888845	-0.00142602687084246	0.00172390403575174	-0.00184313758489263	0.00183823734638672	-0.00200548918100445	0.00162219075391839	-0.00200778620058991	0.00127787601099124	-0.00156326622845857	8.96741455106122E-4	-7.63610199051118E-4
12.5892541179417	8.97688115216917E-5	-6.18710491848655E-5	2.59762612521138E-4	-1.73161571161982E-4	8.56354033635232E-4	-6.71548404295306E-4	0.00164604418673421	-0.00146393646809573	0.00211164903710284	-0.00187634340563034	0.00225577829902363	-0.00203404961182269	0.00203877331817024	-0.00207784863546188	0.00158070059204236	-0.00163899881666861	0.00104818810541666	-8.39581782752872E-4
10	1.01118212883746E-4	-6.64331560439499E-5	3.06944256066955E-4	-1.6680149706065E-4	9.89683986240345E-4	-6.51437772366492E-4	0.00192911605074892	-0.00144694028496768	0.00249225278812774	-0.00183858410231015	0.00266070385441401	-0.0019946947670902	0.00246254404158964	-0.00208454794315474	0.0019104367070024	-0.00168218867991513	0.00116089871051418	-8.90526285175048E-4
7.94328234724282	1.0651437144779E-4	-6.10540690159494E-5	3.33170370207416E-4	-1.55536564403856E-4	0.00112073177738594	-6.16538286767313E-4	0.00220267023947656	-0.00140551202126817	0.00283978877869014	-0.00174885091696311	0.00303621327951426	-0.00190707851146212	0.00287020499609228	-0.00203291346116236	0.00223872458826622	-0.00169778070920658	0.00130152078244036	-9.85334414241565E-4
6.30957344480193	1.22026519391095E-4	-4.68431384300617E-5	3.81056997848193E-4	-1.40064147185341E-4	0.00124161169511195	-5.88033715819307E-4	0.00246079109416771	-0.00132084015645261	0.00315523254901511	-0.00161878768693039	0.00338439585538597	-0.0017684157042375	0.00321183868806191	-0.00192385764581433	0.00255172232621317	-0.0016663984141407	0.00156423722828762	-9.14925677986645E-4
5.01187233627272	1.32058825353245E-4	-4.55175507252107E-5	3.96737268263567E-4	-9.58825826218695E-5	0.00132956233325503	-5.19631730742965E-4	0.00267698091518671	-0.00122432319955464	0.0034249877982201	-0.00146678928800263	0.00368236869012637	-0.00160198082196574	0.00356718532157694	-0.00177433528952734	0.00284471305843593	-0.00158079796788689	0.0016261330974753	-9.12550440394978E-4
3.98107170553497	1.42154124227141E-4	-2.07960949011482E-5	4.21349985997973E-4	-7.18833769361471E-5	0.00141905384710294	-4.63348620371612E-4	0.00286515520974841	-0.00111498833786941	0.00363641705014912	-0.00131076248882692	0.00389976013719036	-0.00143551628248034	0.00385718775207336	-0.00162731208502629	0.00311908895757645	-0.00147959951055158	0.00195158175943461	-8.81587047816771E-4
3.16227766016838	1.43649324135966E-4	-1.46135364891645E-5	4.32067202031477E-4	-3.0668916993317E-5	0.00147188982845007	-3.95145857346259E-4	0.00302444513492457	-0.00101648447824421	0.0038132207586921	-0.00115593411193124	0.0041062492368148	-0.00127688998742403	0.00409164833183157	-0.00147091779597425	0.00335631405968424	-0.00136283162928149	0.00199776769462986	-9.66819782975459E-4
2.51188643150958	1.44123253116166E-4	8.9194563826848E-6	4.26484646366975E-4	5.23051444751121E-6	0.00152743038044754	-3.38906507628501E-4	0.00315608877595363	-9.09475113439234E-4	0.00395858308524898	-0.00101266083470587	0.00426788714204856	-0.00112400572602911	0.00429351850453504	-0.00130764134282745	0.00355968466692595	-0.00124137402046157	0.00215969419760737	-9.16747372941208E-4
1.99526231496888	1.44822934215326E-4	1.90756437543574E-5	4.24972479686748E-4	3.13165101893311E-5	0.00156173495423066	-2.94709174330766E-4	0.00327419143958699	-8.14356511197167E-4	0.00407271929107726	-8.8304861683093E-4	0.00439992262366541	-9.76541479450955E-4	0.00446343958501072	-0.00115521931864465	0.00373993364024843	-0.00111170035079265	0.0024122602714648	-8.0873421946746E-4
1.58489319246111	1.40488557521851E-4	4.49022662910533E-5	4.00322809524229E-4	6.81250029172458E-5	0.00160111332164257	-2.49235404298319E-4	0.00337181615853954	-7.29438345578059E-4	0.00416694928037133	-7.70972196953004E-4	0.00450718573438195	-8.48149129984196E-4	0.00460099663940473	-0.00100807850606334	0.00388483295315347	-9.9870402203708E-4	0.00234893394229378	-6.54460763044378E-4
